,Pos1,Pos2,Pos3,Pos4,Pos5,Pos6,Pos7,Pos8,Pos9,Pos10,Pos11,Pos12,Pos13,Pos14,Pos15,Pos16,Nsubs,R,lambd
149,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,599.5056,346.3
150,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,605.6835,344.95
151,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,605.6835,344.95
152,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,617.027,346.61
153,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,617.027,346.61
154,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,3,641.9632,349.89
155,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,3,641.9632,349.89
156,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,624.2209,346.79
157,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,2,624.2209,346.79
158,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,626.8518,344.44
159,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,626.8518,344.44
160,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,527.714,346.14
161,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,527.714,346.14
162,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,538.5852,349.51
163,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,2,538.5852,349.51
164,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,3,685.9132,348.49
165,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,685.9132,348.49
166,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,653.3159,343.64
167,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,653.3159,343.64
168,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,612.848,344.31
169,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,612.848,344.31
170,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,2,673.0409,349.66
171,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,2,673.0409,349.66
172,0,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,3,641.1232,353.04
173,0,0,4,0,0,0,2,0,3,0,0,0,0,0,0,0,3,641.1232,353.04
174,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,3,610.8367,357.62
175,0,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,3,610.8367,357.62
176,0,0,0,2,0,0,3,0,4,0,0,0,0,0,0,0,3,531.2227,354.64
177,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,0,3,531.2227,354.64
178,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,660.4455,341.76
179,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,660.4455,341.76
180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,658.6581,341.3
181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,658.6581,341.3
182,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,2,507.2717,351.85
183,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,2,507.2717,351.85
184,0,4,0,1,0,0,0,0,0,0,0,0,0,3,0,0,3,793.5362,348.43
185,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,3,793.5362,348.43
186,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,2,633.9594,350.72
187,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,633.9594,350.72
188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,513.2489,353.84
189,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,513.2489,353.84
190,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,738.517,345.24
191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,738.517,345.24
192,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,661.1574,345.72
193,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,661.1574,345.72
194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,532.0254,349.52
195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,532.0254,349.52
196,0,0,0,4,0,0,0,0,3,0,0,2,3,0,0,0,4,409.6526,358.76
197,0,0,0,3,2,0,0,3,0,0,0,0,4,0,0,0,4,409.6526,358.76
198,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,676.9635,348.7
199,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,676.9635,348.7
200,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,3,517.8374,360.61
201,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,4,3,517.8374,360.61
202,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,2,543.6176,352.83
203,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,543.6176,352.83
204,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,612.487,347.44
205,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,2,612.487,347.44
206,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,2,702.1635,348.16
207,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,2,702.1635,348.16
208,0,0,0,0,3,4,0,1,0,0,2,0,0,0,0,0,4,460.3599,354.31
209,0,0,0,0,0,2,0,0,1,0,4,3,0,0,0,0,4,460.3599,354.31
210,0,0,0,0,0,0,0,2,0,0,3,0,0,0,3,0,3,674.5158,353.77
211,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,674.5158,353.77
212,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,691.5505,347.43
213,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,691.5505,347.43
214,0,0,4,0,0,0,0,0,0,3,0,0,2,0,0,3,4,479.806,364.79
215,3,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,4,479.806,364.79
216,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,535.7529,343.01
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,535.7529,343.01
218,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,4,4,570.4704,368.94
219,4,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,4,570.4704,368.94
220,0,0,0,0,0,0,2,0,0,4,0,3,0,0,0,0,3,462.937,357.48
221,0,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,3,462.937,357.48
222,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,670.6189,343.27
223,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,670.6189,343.27
224,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,602.1897,349.29
225,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,602.1897,349.29
226,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,648.3804,343.07
227,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,648.3804,343.07
228,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,586.5654,350.3
229,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,586.5654,350.3
230,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,466.4233,350.88
231,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,2,466.4233,350.88
232,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,612.2105,345.91
233,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,612.2105,345.91
234,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,4,486.627,349.62
235,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,486.627,349.62
236,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,664.883,341.05
237,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,664.883,341.05
238,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,493.6472,347.51
239,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,493.6472,347.51
240,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,3,468.8404,349.89
241,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,3,468.8404,349.89
242,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,609.9389,344.47
243,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,609.9389,344.47
244,0,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,3,620.0414,350.36
245,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,620.0414,350.36
246,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,628.3545,348.29
247,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,2,628.3545,348.29
248,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,510.1173,346.6
249,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,510.1173,346.6
250,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,3,588.7641,347.09
251,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,3,588.7641,347.09
252,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,656.1979,343.44
253,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,656.1979,343.44
254,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,524.0781,351.43
255,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,524.0781,351.43
256,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,714.8135,342.94
257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,714.8135,342.94
258,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,570.2546,348.03
259,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,570.2546,348.03
260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,2,677.3209,351.85
261,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,677.3209,351.85
262,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,599.4318,344.99
263,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,599.4318,344.99
264,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,550.841,345.95
265,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,550.841,345.95
266,0,0,3,0,0,0,0,0,3,1,1,0,0,0,0,0,4,651.5868,348.8
267,0,0,0,0,0,1,1,3,0,0,0,0,0,3,0,0,4,651.5868,348.8
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,558.5041,356.29
269,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,558.5041,356.29
270,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,4,3,622.8127,356.28
271,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,622.8127,356.28
272,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,714.5227,344.44
273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,714.5227,344.44
274,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,3,541.5668,353.94
275,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,3,541.5668,353.94
276,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,620.8228,346.06
277,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,620.8228,346.06
278,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,2,721.1277,346.83
279,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,721.1277,346.83
280,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,595.8203,349.37
281,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,2,595.8203,349.37
282,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,558.1551,356.26
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,558.1551,356.26
284,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,2,526.8474,351.89
285,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,2,526.8474,351.89
286,0,0,0,3,0,0,1,0,0,0,0,0,1,0,1,0,4,544.4373,344.38
287,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,4,544.4373,344.38
288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,556.374,350.99
289,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,556.374,350.99
290,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,2,664.7455,347.43
291,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,664.7455,347.43
